targetName,score,date,S_score,title,isTarget,L_score,content
,8,2017-01-05 20:27:14,0,Re: [新聞] 全面逐筆交易 拚今年上路,0,0,"
"
,69,2017-01-05 16:44:03,0,Re: [標的] 我想丟300萬買長榮航（2618）,1,69,"
2618好兄弟們
你們賺錢了嗎

2603在前幾天11元掛尾買接了20張
在左天早盤11.6出，大概賺10k

但是我不是要說2603
我們來談2618

今天響應大盤的反攻，想必公司派在14.5已經屯很久了
一口氣收到14.9，我均價14.47持30張

但是長榮航如上次說的會跌破15之後一路到14.5盤整
就算反攻一定選在一月，果不負眾望反攻拉抬收高
明天早盤如果有上攻訊號，一波拉上去15.2以上賣壓湧現
如果站不穩15.1我就會獲利了結
賺一些便當費...我要去買魔靈招喚禮包了
左天布局26xx股 和 FJ概念以前某之股...合計30張

我只賺小錢萬把元，所以別來炮我甚麼賺一萬就跑之類的QQ
我都一萬一萬賺的踏實心安...

祝各位賺紅包錢 恭喜發財

"
,77,2017-01-05 15:50:39,0,[請益] 股票新手是不是買ETF比較適合？,0,0,"
大家安安
小弟是股票新手 菜逼八
想請問股票新手是不是買etf系列比較好？
例如存0050和0056
因為個股的未來很難說
而且上班忙也沒時間一直觀察
往往一下子就1:30了
我如果只是想贏銀行定存
似乎存0056滿適合？
我原本也有打算存中信金或第一金
但感覺0056又更穩
因為我也沒打算進進出出
就是想說存股領配息
然後0056也不會倒
小弟這樣的觀念是正確的嗎？
還請大大們指教
謝謝大家
也祝大家新的一年荷包賺飽飽

--
"
,126,2017-01-05 15:33:11,0,Re: [心得] 造紙,0,0,"
"
,55,2017-01-05 15:30:42,0,[新聞] 一張股票400萬 大立光收4050元創台股新天,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,55,2017-01-05 14:54:28,0,[其他] 106年01月05日三大法人買賣金額統計表,0,0,"
"
,54,2017-01-05 14:15:31,0,[新聞] 大立光 上季大賺六股本,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,45,2017-01-05 13:03:25,0,[新聞] 當沖證交稅調降立法跳票 股民的紅包飛了,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,14,2017-01-05 13:03:05,0,Re: [新聞] 胖達人母公司「基因國際」 要賣了,0,0,"
請問各位，新聞裡寫收購價是 27.9，可是現在股價已經漲到 28 掛單量還不少
我記得之前收購案以前從來沒發生過股價漲超過收購價的事情
那請教他們是在想什麼 ?? 是真的看好被收購以後公司換殼的發展嗎 ?
小的魯蛇戶，沒辦法想像有錢人究竟在想什麼，難怪一直賺不到錢
懇請各位先進賜知，感恩

"
,3,2017-01-05 11:51:11,0,[公告] Wednesday 4-6-1 警告一次,0,0,"
"
,67,2017-01-05 10:59:55,0,Re: [新聞] 全面逐筆交易 拚今年上路,0,0,"
"
,112,2017-01-05 10:58:31,0,[心得] 造紙,0,0,"
各位先進大家好，小弟有件事分享，小弟在大陸傳產工作，是間有六千員工的大廠，從去
年十月開始，我們開始有錢也買不到紙箱。原先紙箱都是要出貨前的一個禮拜才下訂單就
都能即時交進。現在已經演變成拿著現金去紙箱廠搶產能，已經大大改變我司過去的採購
模式。紙箱不貴，可是沒有紙箱，連出貨都沒辦法。所以我們已經把過年後的紙箱都下訂
了，一點基本面消息和股版大家分享，謝謝大家。


--
"
,63,2017-01-05 10:22:58,0,[新聞] 嚴防資金外流 中國將重啟強制結匯,0,0,"
1.原文連結："
,12,2017-01-05 10:02:30,0,[新聞] 台灣店頭市場均線死亡交叉,0,0,"



1.原文連結(超過一行或過長必須縮網址)：

"
,836,2017-01-05 08:31:24,0,[閒聊] 2017/01/05 盤中閒聊,0,0,"


  呼叫狼大!

--
"
,23,2017-01-05 08:16:00,0,[請益] 5，35，200的60分k線三線糾結的意義,0,0,"
最近在看一個收視率最高的分析師在電視上說

這股票要低低的買

然後左下右上，還有融資大減

最重要的5，35，200的六十分k線三線糾結就是最佳買點

然後叫人在240-250時進聯發科，說九月就要發動

然後可成跌到這邊當時也說會漲回去

請問這種玩法到底是主流還是？

--
"
,46,2017-01-05 07:17:57,0,[新聞] 全面逐筆交易 拚今年上路,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,75,2017-01-05 05:08:35,0,[請益] 為什麼玩股票都賠錢還是有人要玩,0,0,"
根據現在的投票結果顯示大多數的人都在賠錢

股票到底有什麼迷人的地方？

大家來說說為什麼都在賠錢還要不斷的下注～

還是說只有我在賠？

--
"
,28,2017-01-05 00:26:58,0,Re: [請益] 報酬率偏低,0,0,"
"
,41,2017-01-04 21:46:24,0,[請益] 關於6024現增?,0,0,"
請問各位群益期的股東有收到增資認股的繳款書了嗎?

小弟買了快一年也有參加現增除權所以一定有資格認股

不過繳費期間是1/6~2/6 可是小弟目前還沒有領繳款通知書

不知道怎麼處理，是否要打給群益期貨的股務，還是可以直接用網路繳款?

--
"
,31,2017-01-04 21:39:17,0,[請益] 報酬率偏低,0,0,"
各位股版神人好~

小弟這好幾年來, 每月殺進殺出的

結果每年結算報酬率都在5.X%

整個就是很心虛

那我乾脆買中華電領股利就好啦, 還比較沒風險哩


有人建議小弟接下來怎麼操作嘛？

繼續殺進殺出, 還是乾脆找個定存股就算了?


--
"
,20,2017-01-04 21:37:06,0,Fw: [新聞] 吳東亮出馬　台新金、三商美邦好事近?,0,0,"
"
,32,2017-01-04 21:05:55,0,[其他] 106年01月04日信用交易統計,0,0,"
106年01月04日信用交易統計

項目             買進        賣出     現金(券)償還    前日餘額     今日餘額

融資(交易單位)  203,683     220,288      6,221      8,685,059      8,662,233
融券(交易單位)  17,674      20,200       1,418      458,709        459,817
融資金額(仟元)  3,600,980   3,656,157    114,212    132,283,582    132,114,193


"
,43,2017-01-04 21:02:08,0,Re: [新聞] 高通正式發表Snapdragon 835處理器記憶轟,0,0,"
"
,16,2017-01-04 19:59:00,0,Re: [新聞] 萬海貨輪與美貨輪在星馬海域相撞,0,0,"
"
,114,2017-01-04 19:57:04,0,[心得] 新手一周年心得,0,0,"
版上的股神們大家新年快樂!

小女子我入股海約莫也要滿一年了，

一直都是潛水員，從版上股神身上獲益良多。感謝!

版上諸位雖然毒舌，但很多話也是忠言逆耳，

唬爛白目話很好笑，有些看了心情很好XD

當然也有溫馨的地方，例如:有人發出貨文會馬上被噓。

順便說，昨天看到有高中生發一行文被桶，我想先吐槽XD

跳股海就學會了啦XD   但是你的態度注意一下吧...

__

還沒跳海前，對股票的印象就是會讓爸媽吵架的東西。

要不是爸爸本業有賺，我可能就沒機會發這篇文。

每當老爸電視轉到股市台正要分享他的看法時，我就學劉邦離開。

老爸在2016二月時送我一張70多元的樂陞當大紅包(明明都過完年了

我想說哪有可能一次給我價值七萬多的東西？

聽爸爸解釋後才知道原來有「融資」。

先是學媽媽斥責了爸爸亂花錢，

但我抱持著不要白不要的心態，說不定可以賺錢去留學(一直是我的夢想)

當下沒有告訴媽媽就默默收下了嘿嘿~

沒想到隔天老爸下午跟我說增值了兩千元。

再隔天，又增加了九千元。

我永遠不會忘記，爸爸送我樂陞紅包那天是2/18。

那之後一個星期，算一算我一張樂陞大概賺了兩萬多。(後來三月底117出場)

嚐了甜頭後，接下來的寒假，我每天早上九點都守在電腦前幫我爸看紅紅綠綠的數字。

老爸晚上回家就跟他一起熬夜討論。

開學後也都用簡訊發落老爸XD

漸漸地，老爸操作股票開始賺錢了。他說大概是有人一起討論會增加多面向思考。

父女倆經常坐在電腦前面，媽媽看到總是瞪我們:「父女都是賭徒!」

我和爸爸一起經歷宏達電VIVE VR發售、東生華解盲、樂陞收購等等。套房被套兩次。

其實還發現我跟爸爸感情變好了，大概就是所謂革命情誼XD

我學到最大的教訓就是

1.「用最少的資訊，做出最好的判斷。」

2.「不要捨不得。」

3.「相信自己的判斷力。」

舉例:

1.舉個通俗一點的例子，

數字版每天都有很多文章充斥，只要看爆紅的那一兩篇也就OK了。

沒有爆紅的文章基本上也沒意義，看了還可能會動搖你秉持的判斷方式。


2.假如入場100，目前99，不要想著至少要賺回本等著它爬回來100。

留戀過去沒有意義，因為你就是100買的!! 應該專注在當下，判斷未來會怎麼走。

能改變未來的不是歷史，是當下啊!

如果你現在判斷會跌，即使賣掉仍然會虧，如此萬般不捨，還是趕快脫手為妙。


3.用人不疑，疑人不用。我覺得這點是最重要的!!!

你都懷疑你自己的判斷力了，那也就沒什麼話好說了...

__

以上是小女子淺見，如觀念錯誤還請前輩股神們糾正。

拜新手運所賜，

扣除給老爸幫我操作的工錢(我沒有開戶)，還有手續費等等，

從股海撈了約七萬回家，過年要給爸媽都包個紅包~

知道版上神都是億來萬去的，大家就別笑了V_V

這一年下來，我發覺人的貪念和惰性會被股票養肥...

另一方面，媽媽也很擔心，所以我想等我賺夠留學費就會爬出股海(感傷

總之呢，大家共勉之，新年快樂，恭喜發財，加油!

--
"
,16,2017-01-04 19:22:42,0,[新聞] 宏捷科(8086)12月營收1億3932萬元，月增,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,43,2017-01-04 18:01:12,0,Re: [新聞] 高通正式發表Snapdragon 835處理器記憶轟,0,0,"
"
,28,2017-01-04 17:53:01,0,[新聞] 搶先i8，傳宏達電玻璃機殼將上陣,0,0,"

1.原文連結(超過一行或過長必須縮網址)：

"
,257,2017-01-04 17:29:28,0,[請益] 14萬該還就貸還是玩股票,0,0,"

我欠銀行學貸14萬左右

現在每月繳1131

期中本金1006
利息125
利率為1.0186%

還有138個月要繳


我身上目前是有14萬

請問各位我該先還錢比較好

還是投入股市賺錢

還是放銀行生利息

慢慢還就好？

--
"
,90,2017-01-04 16:34:11,0,[新聞] 重訊 葡萄王11月eps 1.05元 yoy30%,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,19,2017-01-04 15:45:39,0,Re: [標的] 3455 由田,1,19,"

分析/正文：
分類：短線進場

籌碼面：目前籌碼面較為凌亂無法觀察
技術面：高檔盤整量縮即將表態
消息面：面板設備廠利多消息連發，以最近ㄧ則的為例，
　　　　郭董預計在廣州花２８００億設面板廠，
　　　　我想這很難是主力發的新聞。

財務面:由田在第三季匯損為4500萬的狀況EPS可以繳到1.48元 (當時匯率約31.3左右)
       第四季結算為止匯率為32.3左右，故ㄧ定匯率上的回沖。
       預收貨款還在高檔7.5億，故明年公司狀況應不差(2016.Q4要觀察)
       第三季總營收5.7億eps有1.48
       第四季目前10~11月營收5.9億，預估12月抓個2.5億到4億的區間，
       故第四季單季eps最少應有2.4元~最高3.x元


郭董旗下群創設備供應商有很多，東捷ˋ由田ˋ晶彩科.....等等
２０１７～預計中國採購面板設備力道應無減弱。
等到２０１８開始面板產業可能會複製去年的鋼鐵慘況。
但對面板設備廠來說沒差別，對面板自動光學檢測設備公司來說賺到這筆錢
轉型剛剛好，SIPˋ晶圓外觀檢察...等等

這次進場有幾個觀察點，
1.12月營收
2.第四季的預收貨款狀況
3.若是主力抓第四季季報為出貨點也有可能

如果我是主力會怎麼做:
劇本1:12月營收和第四季季報出來前洗盤拉高所有人平均成本，
大家成本都拉高了，心態上沒賺個20%不會出場。
待第四季季報出來後散戶大看好，短線拉高出貨。

劇本2:老子不玩這檔了，拉都不想拉，全部出清持股直接下殺。
(如果真的下殺，仔細觀察等待股價便宜進場)


總結:這次操作策略短線進出，持有時間為1~10天，
進場點隨意，我習慣資金的10%，分成10次買。
停損抓42.8塊，不停利，瞄頭不對出場，若是出場我會PO在推文內。


上次雞排來領的人實在很少...冏，
沒領的錢會捐給文山區的關愛之家。
--
"
,54,2017-01-04 15:13:17,0,[新聞] 萬海貨輪與美貨輪在星馬海域相撞,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,17,2017-01-04 14:50:42,0,Re: [新聞] 活得下去？ 營業員一天僅接單300萬,0,0,"
"
,42,2017-01-04 14:50:12,0,[其他] 106年01月04日三大法人買賣金額統計表,0,0,"
"
,35,2017-01-04 13:36:34,0,[新聞] 葡萄王護盤 砸28億買庫藏,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,15,2017-01-04 13:29:49,0,Re: [標的] 2383 台光電,1,15,"
"
,7,2017-01-04 11:38:13,0,[新聞] 廣達去年Q4獲利估季增；今年伺服器表現?1,0,0,"
"
,31,2017-01-04 09:18:52,0,[新聞] 台塑越鋼天車採購遭爆違反採購原則、收回,0,0,"
1.原文連結(超過一行或過長必須縮網址)："
,62,2017-01-04 09:16:32,0,[新聞] 台積電爆史上最大收賄案　張忠謀震怒,0,0,"

1.原文連結(超過一行或過長必須縮網址)：

"
,541,2017-01-04 08:31:22,0,[閒聊] 2017/01/04 盤中閒聊,0,0,"
有開有賺!!!!

--
"
,70,2017-01-04 08:31:03,0,Re: [新聞] 活得下去？ 營業員一天僅接單300萬,0,0,"
有點感慨.....
這算破壞式的創新吧
15年前可以電子下單時，電話下單、號子下單還是大宗
但是終究還是回不去了

這就好像傳統照相沖洗店被數位相機洗禮
唱片行被mp3洗禮

前陣子一直報導關掉多少房仲店面
（聽說北部某業者要裁1000業務）
科技會進步，能活下來的只有強者阿

年輕人不是提早陣亡，是提早換跑道去了
畢竟投入的沈沒成本低
有本事的利用職務年資去考分析師
成為網路股票分析者
甚至出書撈一筆

下一個減少的會是銀行員嗎？
感慨阿.....


"
,41,2017-01-04 07:50:30,0,[新聞] 活得下去？ 營業員一天僅接單300萬,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,6,2017-01-04 05:35:47,0,[新聞] 聯詠買智原安控業務 有助強化影像控制領,0,0,"

聯詠買智原安控業務 有助強化影像控制領域布局

1.原文連結(超過一行或過長必須縮網址)：

"
,23,2017-01-04 00:53:04,0,[請益] 沒有融資融券的個股。。。。,0,0,"
想請問一個問題上市上櫃股中，

為什麼會有些個股沒有融資融券??

 是該個股沒有開放 融資融券 嗎??

還是 因爲什麼原因該個股才沒有融資融券??

覺得有點奇怪。。。

--
"
,66,2017-01-03 21:59:09,0,[新聞] 韓商遭報復！陸將內建韓系電池電動車踢出,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,13,2017-01-03 21:23:27,0,[新聞] 昱晶與中鋼集團簽訂30MW PERC高效太陽能,0,0,"

1.原文連結(超過一行或過長必須縮網址)："
,119,2017-01-03 21:05:54,0,[新聞] 葡萄王 庫藏股,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,76,2017-01-03 18:46:32,0,Re: [新聞] 元大美債ETF 今起募集,0,0,"
"
,111,2017-01-03 17:17:48,0,[公告] jeff12697 違反板規4-4水桶一週,0,0,"
主旨：jeff12697違反板規4-4水桶一週

類型：股板簡字號20170103-3

說明：板主巡查察板面，查jeff12697發文違反板規 4-4，水桶一週。


"
,46,2017-01-03 17:13:39,0,[新聞] 〈稅改主軸定調〉林全喊今年將增營所稅、,0,0,"


1.原文連結(超過一行或過長必須縮網址)：

"
,54,2017-01-03 14:58:41,0,[其他] 106年01月03日三大法人買賣金額統計表,0,0,"
"
,45,2017-01-03 14:13:04,0,[新聞] 元大美債ETF 今起募集,0,0,"
-------------------------------------------------------------------------
1.發文前請先詳閱[新聞]分類發文規範，未依規範發文將受處份。
2.連結過長請善用 "
,460,2017-01-03 14:00:40,0,[閒聊] 2017/01/03 盤後閒聊,0,0,"
沒人開

我來開

新年快樂賺大錢

--
"
,34,2017-01-03 13:29:10,0,[新聞] 《熱門族群》運價飆漲，長榮、陽明齊揚,0,0,"



1.原文連結(超過一行或過長必須縮網址)：

"
,163,2017-01-03 12:10:41,0,[新聞] 葡萄王再吞跌停 4交易日市值蒸發83億,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,40,2017-01-03 12:01:15,0,Re: [標的] 3673 TPK-KY 多,1,40,"
"
,215,2017-01-03 10:49:00,0,[新聞] 券商據點 將可出租賣咖啡,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,11,2017-01-03 10:47:01,0,[公告] hn9480412 遭板主砍文兩篇 警告一次,0,0,"
"
,57,2017-01-03 10:26:15,0,[公告] howhow801122 遭板主砍文兩篇 警告一次,0,0,"
"
,25,2017-01-03 10:21:42,0,[公告] pttzzzzz 遭板主砍文三篇 水桶一週,0,0,"
"
,8,2017-01-03 10:15:42,0,[公告] clark0816 遭板主砍文三篇 水桶一週,0,0,"
"
,26,2017-01-03 09:46:15,0,[請益] 銀行交割戶,0,0,"

詢問板友

目前的券商都會要求開戶時要有指定交割銀行戶，

有的銀行可以直接用活存當作交割帳戶 （ex 富邦，台新）還可享活存利息

但有的不行，要開新交割戶且利率低到幾乎沒有

想請問的是，銀行在作業上是因為什麼規定要求才要開專戶嗎？

if yes, 那為何有些銀行可以綁活存交割？

if no, 為何要弄一種證券戶且利率這麼低？是因為券商跟銀行合作交割要簽約嗎？

問這個問題主要是錢分散在很多戶頭，

我想讓5個不同銀行的帳戶拿來交割

如果券商同意了，姑且假設券商已同意，我可以拿隨便一個帳戶來當交割戶嗎？

還是法令上根本不可能（不用管券商同不同意）？

活存戶會不會因此變成交割戶的利率？

拜託別噓我奈米戶沒交易幾毛錢還要亂搞，

只是基於實事求是的精神想瞭解，

而且我相信這個問題能幫助一些人，感恩


--
"
,665,2017-01-03 08:30:56,0,[閒聊] 2017/01/03 盤中閒聊,0,0,"

新年快樂

-----
Sent from JPTT on my HTC One 801e.

--
"
,126,2017-01-02 18:35:56,0,[新聞] 台灣康師傅公司 元旦決議解散,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,14,2017-01-02 18:13:24,0,[請益] 買賣時間,0,0,"
如果在早上九點買進一張股票，然後再下午一點半以後盤後時間賣出零股，賣出零股的金
額足夠支付早上買進的股票，那零股賣出的金額入帳時間來的及支付上午買進股票的錢嗎

--
"
,224,2017-01-02 15:21:03,0,[請益] 一例一休會不會造成崩盤的主因,0,0,"
一例一休幾乎所有人都中槍了

然而這些不食人間煙火的官員

妄想以為他這個政策可以讓勞工多賺加班費和休假

但是卻忘了，台灣的老闆是以噁心出名的摳門

恨不得請到的員工是做免錢的

我的想法是，很有可能服務業第一個會先全面提高商品價格
但是明著說因應人事成本調漲不得不漲價

但是又暗地裡不會調薪和增人，會用盡奧步凹員工

然後七天假又沒了，導致假日縮減服務業又更少人出來消費

最後導致停滯性通貨膨漲，大家沒錢沒假，物價高漲

沒人肯消費，最後經濟成長變差，然後百業蕭條，股市藉機讓作手殺盤

--
"
,67,2017-01-02 10:33:58,0,[新聞] 鴻夏聯軍抗三星 2837億中國蓋面板廠,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,13,2017-01-02 08:08:26,0,Re: [標的] 本週程式選股結果,1,13,"

"
,39,2017-01-02 08:03:29,0,Re: [新聞] 中再阻資金外逃 跨境交易20萬須報告,0,0,"一戰後戰敗的德國！
民不聊生，經濟崩潰
納粹靠著屠殺德國內的猶太人
瓜分猶太人的財產
這波食人經濟振興了德國！
但是也是世界指責德惡行
現在21世紀
二十年前中共拉下資金閘門
靠惡法搶取暴奪
把在閘門裡的台商生吞活剥
飽食台商後！
飽食台商後！
打開門戶 世界見到的是個美麗的中國夢
十年前是日企 中共拉下閘門
藉國族暴動！宰殺迫害
日企飽餐一頓
打開閘門！是經濟起飛的中國！
今天
中國又拉下了閘門！再度限制資金外流！
建立在屍體上的中國經濟
又要吃人了
中國經濟不會垮！
問題是 他這次又要吃誰？
又有多少豺狼禿鷹豪賭一波被吃的不會是自己入場呢？

這次！再度打開閘門...
又是一個吃飽的中國嗎？
--
"
,40,2017-01-02 00:20:49,0,[心得] 2016年的弱弱回顧,0,0,"

小弟大學畢業之後 出國之前 是遊手好閒 無所事事 天天打電動
出國之前網路買了一本阿信的精裝書來看
回國之後買了另外三本來讀

從2014年9月從國外打工賺了一桶半回來開始玩

其實2014年剛開始玩都是小打小鬧，只覺得看盤下單很緊張
對14年印象只有緊張口渴 喝水狂尿尿

2015年開始認真研究市場的不理性 觀察股票價格行為
再去等待是不是有複製品可以操作
其實就是土法鍊鋼 找了很多歷史 做了統計
統計的結果能讓我賺錢是最好
不能賺錢的統計 對我來說也是一種正向的累積

2016年從300萬開始
除了複製15年賺錢模式
另外想要瞭解產業基本面
從一開始去公開的業績發表會
然後參加法說座談 私訪
覺得 這是一條很長的學習之路 因為每個人聽到的 會產生不同的view
有人覺得合理 有人覺得虎爛
有人只關心下月營收開的怎樣 有人關心未來3年是否仍是趨勢
每次去完 我會做成筆記 然後記錄自己的感覺
未來追蹤業績及股價 再檢視當初的看法 然後看是否要修正
期望自己在這一塊能持之以恆
16年中開始覺得想要大賺
就是 看對 買多 抱牢
這是我17年的功課之一

回顧16年操作
單一股票賺最多的是最近的上市股 35~70元 +50萬
賠最多的卻是16年度漲幅前10個股 大概是喝了公司迷湯
我以為我看對 然後買很多 但其實是 看錯 買多
後來發現被唬爛才砍出 -60萬
還有我也玩了詐騙垃圾股 13張 -65萬 踏耐耐的

期貨部份印象最深是正達期
認真研究後覺得有利可圖
從8元買多單買到 6.2元 買到期貨帳戶乾了仍是信心十足
後來發現交易對手是我的偶像菲比大跟來信大
嚇的第一根漲停就出50口 剩下70口隔天就出掉了
這個操作回過頭看 看對 買多 但沒有抱牢 所以賺的不滿意

現在我拿了7成資金買一隻股票 利用低利再去質借出來
希望能實現 看對 買多 抱牢 一張不賣 奇蹟自來 豐富我的2018年
然後貸出來的資金+剩下的3成 繼續在市場玩玩

不信者恆不信之excel記錄
"
,51,2017-01-01 21:50:29,0,[新聞] 台商嘉泥虧損3億人民幣 子公司退出大陸,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,42,2017-01-01 15:34:03,0,[新聞] 樂陞二度重編財報 首季恢復交易難,0,0,"

1.原文連結："
,23,2017-01-01 15:31:34,0,[新聞]黑心保健食品違反食安法刑責最重恐罰款歇,0,0,"

1.原文連結(超過一行或過長必須縮網址)：

  "
,185,2017-01-01 14:36:40,0,[心得] 2016年度回顧,0,0,"
大家好,又過了一個年度,
希望對大家來說是個收穫美好的,
2016年對我來說是辛苦而充滿回憶的一年,

上半年工作與感情方面的一些問題,
讓我在第二季遇到了蠻大的逆風,
想讓人生有不同的經歷,但轉換工作變忙很多,還有感情方面接二連三的困難與挑戰
紮紮實實的影響了我的投資績效,常不暇或無心顧及
在第二季末時我是真的蠻不快樂的,
下半年8月後回到了以前服務過的公司,也回到單身的身分,
這次回來的不是營業大廳,而是旁的小辦公室
26歲時的我是個不知道未來在哪裡,
打工+表演的生活,家裡不支持
考音樂研究所失利,
嘆一口氣,心一橫,受期交所培訓半年進了期貨業做著是底薪22k的營業員
32歲的現在是坐在VIP室裡 靠自己自營的交易員(其實我現在蠻常自嘲是失業青年)
目前使用三台電腦 4 FHD 2 2k 1 4k 共七台螢幕工作著
"
,39,2017-01-01 14:19:33,0,Re: [心得] test520之初級勝率論,0,0,"
想請教各位板友與test大

有關於停損，應該是很多股民想要學習的觀念

故鄉請問test講的這段

""至於停損如何抓?

假設一檔股票買100元，現在跌到90元

我的方法是，假設""我的成本是80元""，剩下的就用平常抓停利點的操作方式即可""


請問test大指停損點會是多少啊? 是指80塊停損，也就是買進價的80%嗎？

請教各位高手

感謝!


"
,22,2017-01-01 13:56:18,0,Re: [新聞] 路透：陸懲台灣 必要時可能停止「三通」 ,0,0,"
"
,18,2017-01-01 13:37:03,0,Re: [新聞] 路透：陸懲台灣 必要時可能停止「三通」,0,0,"
"
,217,2017-01-01 11:29:45,0,Fw: [新聞]路透：陸懲台灣 必要時可能停止「三通」 ,0,0,"
"
,32,2017-01-01 10:20:52,0,[請益] 台灣50 0050現金殖利率怎變這麼低???,0,0,"
0050我記得以前殖利率都有超過3%的,怎麼2016年好像才1.27%.

我上個星期還大力推薦一個女性朋友,跟他說買0050比較安全.
不然買到地雷股就慘了.
可是我今天才知道0050的殖利率已經變得跟定存差不多了.

我現在覺得滿愧對那個女性朋友的.

去年股市也沒說很差,台積電盈餘還在高水平.
怎麼0050的股利就變少了呢???

--
"
,200,2017-01-01 05:52:05,0,[請益] 如何成為test大一樣?,0,0,"
年報獲利金額感覺超猛的，看一下報酬率才30%左右，但是在那麼龐大的的操作下要30%也
是相當的強，我想問目前的股市環境要怎樣的投資方式才可以累積出第一筆一定金額的資
本，不然像我這種奈米戶就算一年賺個二三十%也是相當無感啊
1.發文前請先詳閱[請益]分類發文規範，未依規範發文將受處份。
2.若提及股號股名，且屬未來性的預測或分析有推薦意圖，
  請寫到 [標的] 分類，否則將以板規4-1砍文處份。
----------------------------按ctrl+y可刪除以上內容。---------------------

--
"
,567,2016-12-31 21:53:55,0,[心得] test520 2016 年報,0,0,"
不說廢話，直接講重點



2016年的投資成果如下


上半年獲利                1348萬     (可參閱7/17發表的半年報)

下半年：期權獲利             0萬     (沒有任何操作)

        股票獲利           668萬

閒置資金利息收入            22萬


全年總獲利                2038萬


2016年初資金6273萬，整年獲利2038萬，年末資金上升到8311萬

今年整體報酬率約32.5%


(因為持有一輛汽車資產，我決定年度提列100萬折舊，所以2017年起始資金為8211萬)



對帳單放在下面

"
,65,2016-12-31 21:45:40,0,[新聞] 當沖降稅拍板 金管會：並非鼓勵投機,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,35,2016-12-31 21:36:19,-35,Re: [標的] 5201 凱衛,1,0,"


大家好

在2016的最後一天,最開心的就是要感謝seafood

個人的心得就是

他讓我們了解,真的炒作的股票終究是要下來的

帶著一大群信徒跟散戶無法撐住的

空在該空的地方獲利是快而且豐收的

"
,89,2016-12-31 17:32:30,0,[新聞] 股海無情!猛男老闆籲發財夢者:小心吃大便,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,36,2016-12-31 15:58:41,0,Re: [請益] 買ETF並不是最佳的投資選擇 ?,0,0,"
我覺得這個問題可以用綠角的一篇文章來正面回答

文章引用連結："
,111,2016-12-31 13:42:45,0,[討論] 量真的重要嗎,0,0,"
如題
我覺得，只要做好資金管理和情緒管理
只看價(走勢圖)就可以交易了
甚至只看成交明細就好，連圖都可以不用看(當沖時)
看盤的時候幾乎只看成交的速度與點數的移動，來決定瞬間作單的方向，這時候多空已經
沒有意義了，價格的速度往哪邊跑，就往哪邊做，並不會拘泥於特定型態和多空
股票和期貨都是
大家覺得呢

--
"
,21,2016-12-31 13:16:54,0,[新聞] 金管會7招救台股量能 證券股歡喜,0,0,"


1.原文連結(超過一行或過長必須縮網址)：

"
,35,2016-12-31 12:55:33,0,[新聞] 華南金尾牙，吳當傑：明年獲利續創高峰,0,0,"

1.原文連結(超過一行或過長必須縮網址)：

"
,1,2016-12-31 11:52:06,0,Fw: [公告] 批踢踢流行語大賞暨風雲人物活動開跑,0,0,"
"
,341,2016-12-31 09:46:37,0,[新聞] 中再阻資金外逃 跨境交易20萬須報告,0,0,"
1.原文連結："
,48,2016-12-31 09:05:19,0,[新聞] 蔡正元將請辭政策會執行長　接任上市公司,0,0,"
【獨家】蔡正元將請辭政策會執行長　接任上市公司董事長/上報

1.原文連結(超過一行或過長必須縮網址)：
"
,136,2016-12-31 07:32:34,0,[新聞] 【奸！】葡萄王涉過期改標　董座200萬交,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,27,2016-12-30 23:36:44,0,[心得] 散戶第三年投資心得,0,0,"

跟去年一樣,每當快到年底獲利都被咬掉不少..

"
,1,2016-12-30 22:13:48,0,[公告] Stock 樂透開獎 ,0,0,"
樂透說明
"
,26,2016-12-30 20:56:50,0,[其他] 105年12月30日信用交易統計,0,0,"
105年12月30日信用交易統計

項目             買進        賣出     現金(券)償還    前日餘額     今日餘額

融資(交易單位)  185,632     194,218      5,620      8,714,370      8,700,164
融券(交易單位)  19,233      23,782       598        451,432        455,383
融資金額(仟元)  3,037,776   3,584,995    109,564    132,992,870    132,336,087


"
